id,courses_title,degree_field,exp_duration,url,skills,skill_1,skill_2,skill_3,cert_titles,exp_group
nikhilbopardikar,[''],['Computer Science and Engineering'],54,https://www.linkedin.com/in/nikhilbopardikar,"['Machine', 'modeling', 'iOS', 'development', 'Swift']",machine learning modeling,ios app development,swift programming,[],0
satyajitgiri,"['artificial neural computation', 'computational cameras lighting display', 'computer vision', 'deep learning media processing understanding', 'speech audio processing perception', 'computer organization architecture', 'digital signal processing', 'digitial image processing', 'embedded system design', 'information theory coding']","['Electrical Engineering and Electronics', 'Communications and Electronics Engineering', 'Science (PCM)']",22,https://www.linkedin.com/in/satyajitgiri,"['Image', 'detection', 'Facial']",image processing,object detection,facial recognition,[],0
xi-lucy-lu-bb65581a,[''],"['Statistical Sciences', 'Mathematical Sciences']",96,https://www.linkedin.com/in/xi-lucy-lu-bb65581a,"['Data', 'modeling', 'Regression']",data analysis,statistical modeling,regression techniques,[],0
erin-brasch-8b702a49,[''],"['Computer Science and Engineering', 'Physical Sciences and Engineering']",46,https://www.linkedin.com/in/erin-brasch-8b702a49,"['Object', 'Behavioral', 'Data']",object creation,behavioral design,data streaming,[],0
abhishek-khare1,"['operating systems', 'data structures', 'ethical foundations computer science', 'intro data mining', 'intro design', 'longhorn startup', 'management foundations', 'management information systems', 'network security privacy']",['Computer Science and Engineering'],59,https://www.linkedin.com/in/abhishek-khare1,"['Programming', 'design', 'Java']",programming logic,web design,java programming,[],0
aravind-krishnan-27771690,[''],['Computing and Information Technologies'],213,https://www.linkedin.com/in/aravind-krishnan-27771690,"['Code', 'case', 'Risk and Vulnerability Management']",code comprehension,test case design,bug reporting,"['Amazon Web Services Cloud Practitioner', 'Data Structures and Algorithms: Deep Dive Using Java']",1
ananta-attaluri-00045b7,[''],[],16,https://www.linkedin.com/in/ananta-attaluri-00045b7,"['FPGA', 'generation', 'PCB']",fpga development,idea generation,pcb design,[],0
brian-kropf-6899338,[''],"['Computer Science and Engineering', 'Computer Science and Engineering']",238,https://www.linkedin.com/in/brian-kropf-6899338,"['Object-oriented', 'Code', 'Network']",object-oriented programming,code refactoring,network design,[],1
grady-williams,"['computer graphics imaging', 'mathematical foundations computing', 'probability', 'programming abstractions', 'web applications security']",[],114,https://www.linkedin.com/in/grady-williams,"['Full-Stack', 'Code', 'Native']",full-stack development,python code optimization,react native development,[],1
devika-singh-50591712,[''],"['Computer Science and Engineering', 'Physical Sciences and Engineering', 'Natural and Applied Sciences']",13,https://www.linkedin.com/in/devika-singh-50591712,"['Database', 'Computing', 'Data']",database management,cloud computing,data recovery,"['AWS Data Lab Participant', 'AWS Certified Data Analytics – Specialty', 'AWS Certified Cloud Practitioner', 'Amazon Web Services Solutions Architect Associate']",0
lily-mihalkova-5ba1605,[''],"['Computer Science and Engineering', 'Computer Science and Engineering']",245,https://www.linkedin.com/in/lily-mihalkova-5ba1605,"['Drawing', 'mining', 'R', 'Java']",drawing annotation,data mining in r,java programming,[],1
yangminghsu,"['algorithms(a)', 'computer networking(a+)', 'network planning(a)', 'queueing theory(a)', 'probablity(a+)']","['Software Engineering and Computing Technologies', 'Computer Science and Information Systems', 'Computer science and electrical engineering', 'Computer Science and Engineering', 'Electrical and Computer Engineering']",60,https://www.linkedin.com/in/yangminghsu,"['Recommender', 'design', 'Machine', 'Data Foundations and Algorithmics', 'AI']",recommender system design,machine learning algorithms,ai techniques,['TOEIC (970/990)'],0
eshudnow,[''],['Information Technology'],90,https://www.linkedin.com/in/eshudnow,"['Group', 'Management', 'Windows', 'Administration', 'Cloud']",group policy management,windows server administration,cloud recruiting,"['MVP Alumni', 'Azure Advanced Networking & Security Regional Network Champion Badge', 'OpenHack: Secure Networking', 'OpenHack: Security, Compliance, and Identity', 'Accessibility in Action', 'Microsoft Certified: Azure Virtual Desktop Specialty', 'Microsoft Certified: Windows Server Hybrid Administrator Associate', 'OpenHack: Migrating Microsoft Workloads to Azure', 'Microsoft Certified: Azure Network Engineer Associate', 'Microsoft Certified: Identity and Access Administrator Associate', 'Microsoft Certified: Security, Compliance, and Identity Fundamentals', 'Microsoft Certified: Azure Data Fundamentals', 'HashiCorp Certified: Terraform Associate', 'Microsoft Certified: Azure Security Engineer Associate', 'Microsoft Certified: Azure Solutions Architect Expert', 'Microsoft Certified: Azure Administrator Associate', 'Exam 333: Deploying Enterprise Voice with Skype for Business 2015', 'Exam 334: Core Solutions of Microsoft Skype for Business 2015', 'Microsoft Specialist: Lync 2013 Depth Support Engineer', 'Microsoft Lync Server 2010-Advanced Design and Deployment', 'MCITP: Lync Server 2010, Administrator', 'MCTS: Microsoft Lync Server 2010, Configuring (Charter)', 'Microsoft Achievement: Office Communications Server 2007 R2 - U.C. Voice Edit', 'MCITP: Enterprise Messaging Administrator on Exchange 2010 (Charter)', 'MCTS: Microsoft Exchange Server 2010, Configuration (Charter)', 'MCTS: Windows Server Virtualization, Configuration', 'Microsoft Achievement: Office Communications Server 2007 - U.C. Voice', 'MCITP: Enterprise Messaging Administrator, Exchange 2007', 'MCTS: Office Communications Server 2007, Configuring', 'MCTS: Exchange Server 2007, Configuration', 'A+', 'CompTIA Network+']",0
jerrod-frost-391b6061,[''],"['Computer Science and Engineering', 'Pre-Professional Studies']",133,https://www.linkedin.com/in/jcfrosty,"['Network', 'Configuration Management', 'Routing', 'Network Expertise']",network troubleshooting,device configuration,routing and switching,"['Having Difficult Conversations (2013)', 'Networking Foundations: Network Media (LANs)', 'Networking Foundations: Network Media (WANs)', 'Telcordia']",1
melissa-chen-6472b6133,[''],"['Computer Science and Engineering', 'Arts and Humanities']",27,https://www.linkedin.com/in/melissaachen,"['Kotlin', 'Java', 'migration', 'media']",kotlin programming,java 8 migration,web media creation,[],0
matthewstulz,"['android mobile app development', 'artificial intelligence', 'computer systems', 'concepts programming languages', 'data structures algorithms', 'networks data comm', 'object-oriented programming', 'operating systems', 'software engineering', 'software testing maintenance', 'theory computation', 'web programming', 'ios mobile app developement']",['Computer Science and Engineering'],0,https://www.linkedin.com/in/matthewstulz,"['App', 'Management', 'API']",app development,data management,api integration,[],0
heming-liao-9586b788,[''],"['Technical and Applied Sciences', 'Languages and Literature', 'Information Systems and Communication']",64,https://www.linkedin.com/in/heming-liao-9586b788,"['Model', 'editing', 'Image']",model training,raster editing,image processing,[],0
pooja-yadav-010049119,"['microprocessors interfacing', 'analog integrated circuits', 'computer networks', 'control systems', 'data structure', 'digital electronics', 'digital signal processing', 'digital system design', 'embedded system design', 'network analysis synthesis', 'non linear control systems', 'operational research', 'robotics engg. automation', 'artificial neural computation', 'computer architecture', 'digital system circuits', 'foundations algorithms', 'random signal theory', 'vlsi design', 'system verilog', 'vhdl']","['Electrical and Computer Engineering', 'Electronics and Instrumentation', 'STEM', 'Languages and Literature']",27,https://www.linkedin.com/in/poojayadav-,"['Effective', 'performance', 'techniques']",effective communication,web performance optimization,persuasion techniques,['HTCampus Specialist'],0
ericbwatson,[''],[],110,https://www.linkedin.com/in/ericbwatson,"['Agile', 'Design', 'Organizational']",agile development,cloud design,organizational transformation,[],1
dumar-daniel-98351711,[''],['Computer Science and Engineering'],180,https://www.linkedin.com/in/dumardaniel,"['Angular', 'and', 'development']",angular development,testing and debugging,full-stack development,[],1
shawna-wei-8153a7ba,[''],['Electrical and Computer Engineering'],82,https://www.linkedin.com/in/shawna-wei-8153a7ba,"['Web', 'JavaScript', 'React']",web development,javascript programming,react framework,[],0
ankita-chaudhary89,"['english', 'mathematics', 'physics', 'chemistry', 'java']","['Software Engineering and Computing Technologies', 'Communications and Electronics Engineering', 'Natural and Applied Sciences', 'Computational Mathematics and Engineering']",83,https://www.linkedin.com/in/ankita-chaudhary89,"['Test', 'frameworks', 'Software', 'tools']",test automation,selenium frameworks,software testing tools,"['What is Data Science?', 'ISTQB', 'Equity Derivatives']",0
james-huber-654a0632,"['computer architecture', 'computer science', 'embedded system design', 'real-time operating systems']",['Electrical and Computer Engineering'],145,https://www.linkedin.com/in/james-huber-654a0632,"['FPGA', 'Programming Paradigms', 'Angular']",fpga design,java programming,angular development,"['Trading Academy Certified – Practitioner', 'Trading Academy Certified – Specialist', 'Trading Academy Certified – Strategist', 'Trading Academy Certified - Professional']",1
andrew-shore-90916644,[''],['Computational Mathematics and Engineering'],173,https://www.linkedin.com/in/andrew-shore-90916644,"['Design', 'implementation', 'System', 'Programming Paradigms']",design pattern implementation,system administration,java programming,[],1
neil-bickford-5b30212a,[''],[],151,https://www.linkedin.com/in/neil-bickford-5b30212a,"['Code', 'Design', 'JavaScript']",code optimization,ui design,javascript debugging,[],1
crossproduct,[''],['Computer Science and Engineering'],0,https://www.linkedin.com/in/crossproduct,"['Interface', 'User', 'Prototyping']",interface design,user research,prototyping,[],0
ryansiner,[''],['Network and Computer Systems'],195,https://www.linkedin.com/in/ryansiner,"['Server', 'Cybersecurity', 'Penetration']",server administration,cloud security,penetration testing,[],1
armand-sezikeye-7b275123,[''],"['Financial Management and Analysis', 'Electrical and Computer Engineering']",63,https://www.linkedin.com/in/armand-sezikeye,"['Financial', 'SAP', 'navigation', 'Programming Paradigms']",financial analysis,sap erp navigation,abap programming,[],0
udaypal,[''],"['Electrical Engineering and Related Disciplines', 'Communications and Electronics Engineering']",114,https://www.linkedin.com/in/udaypal,"['Cloud', 'and', 'cloud', 'Optimizing', 'performance']",cloud computing basics,designing and managing cloud architectures,optimizing cloud performance,['Sales Enablement'],1
nishit-savla,"['dsa 2', 'game balance', 'game design', 'game development process', 'game graphics', 'game prototype', 'ios game development']","['Web Development and Design', 'Computer Science and Engineering', 'Natural and Applied Sciences', 'Languages and Literature']",98,https://www.linkedin.com/in/nishit-savla,"['Data', 'Interview', 'Development']",data structures,c# interview techniques,full-stack development,[],0
you-guan-39171b57,"['artificial intelligence', 'convex optimization', 'design analysis algorithms', 'introduction computer networks', 'machine learning', 'modern applied statistics: data mining', 'object-oriented system design', 'web applications']","['Electrical Engineering and Related Disciplines', 'Electrical Engineering and Electronics']",16,https://www.linkedin.com/in/you-guan-39171b57,"['REST', 'development', 'Protocol', 'usage', 'Go', 'Python']",rest api development,protocol buffer usage,go for python developers,[],0
sharath-kazipeta-53644ab2,[''],[],16,https://www.linkedin.com/in/sharathkazipeta,"['Cloud', 'Data', 'Machine']",cloud computing,data structures,machine learning,[],0
mcdanielaaron,[''],"['Product and Strategy Management', 'Mechanical Engineering and Related Fields', 'Physical Sciences and Engineering', 'Business and Administration']",150,https://www.linkedin.com/in/mcdanielaaron,"['3D', 'Design', 'Advanced']",3d modeling,digital design,advanced simulation,"['Edison Engineering Development Program', 'GE Green Belt - DFSS in Lean Six Sigma']",1
ivan-guerra-066176133,[''],"['General and Interdisciplinary Studies', 'Languages and Literature']",33,https://www.linkedin.com/in/ivan-guerra-066176133,"['Data', 'Business', 'Presentation']",data analysis,business modeling,presentation skills,"['Ace Program - Advanced English', 'Power BI Desktop', 'Business Intelligence, Analytics and Big Data', 'SCRUM FOUNDATION PROFESIONAL CERTIFICATE', 'Intermediate Portuguese', 'Advanced Excel', 'Advanced English']",0
stephen-lacourse-337192146,[''],['Supply Chain and Logistics Management'],96,https://www.linkedin.com/in/stephen-lacourse-337192146,"['Project', 'Analysis', 'Forecasting']",project management,data analysis,forecasting,"['Business Operations', 'Logistics & Transportation', 'Accounting Technology Specialist', 'Business Specialist', 'PADI Open Water Diver', 'Lean Six Sigma White Belt', 'Manufacturing & Service Operations', 'Production & Operations Management', 'Supply Chain Management Principles', 'Transportation Operations', 'Warehousing Operations']",0
malav-shah-11b532124,[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering']",75,https://www.linkedin.com/in/malav-shah-11b532124,"['Image', 'Coding Expertise', 'Deep', 'deployment']",image recognition,secure coding,deep learning deployment,[],0
trevordarling,[''],"['Computer Science and Engineering', '3D Animation and Design']",167,https://www.linkedin.com/in/trevordarling,"['Dependency', 'design', 'Full-stack']",dependency management,web design,full-stack development,[],1
jace-green-2a54a558,[''],['Management and Business'],235,https://www.linkedin.com/in/jace-green-2a54a558,"['Sales', 'Sales', 'Sales']",sales coaching,sales management,sales strategy,[],1
krishnapulicherla,['oracle certified functional consultant(procure pay)'],"['Data Science and Management', 'Computer Science and Engineering']",280,https://www.linkedin.com/in/krishnapulicherla,"['Cloud', 'management']",cloud architecture design,sql optimization,database management,"['Oracle Financials Cloud: General Ledger 2019 Certified Implementation Specialist', 'Oracle Financials Cloud: Payables 2019 Certified Implementation Specialist', 'Oracle Financials Cloud: General Ledger 2019 Certified Implementation Specialist', 'Oracle Financials Cloud: Payables 2019 Certified Implementation Specialist']",2
weihsu-chao,"['algorithms', 'artificial intelligence', 'cryptocurrencies blockchain technologies', 'programming abstractions']","['Electrical Engineering and Related Disciplines', 'Languages and Literature']",32,https://www.linkedin.com/in/weihsu-chao,"['Python', 'to', 'transition', 'Python', 'structures']",python programming,java to python transition,python data structures,[],0
devang-bhagat-343a27,[''],['Physical and Mathematical Sciences'],71,https://www.linkedin.com/in/devang-bhagat-343a27,"['Data', 'Customer', 'Data', 'Fundamentals']",data leadership,customer centricity,data engineering fundamentals,[],0
samikhya-deo-a969b23,[''],[],52,https://www.linkedin.com/in/samikhya-deo,"['Cloud', 'engineering', 'Video']",cloud scaling,network engineering,video streaming,[],0
luke-pearson-swe,[''],['Engineering and Sciences'],23,https://www.linkedin.com/in/luke-pearson-swe,"['Ruby', 'Rails', 'application', 'on', 'controllers', 'views']",ruby on rails installation,rails application development,ruby on rails controllers and views,['Microsoft Global Hackathon Executive Challenge 2022 Winner'],0
pankaj-bairu,"['computer systems architecture', 'computer systems organization', 'mos vlsi circuit design', 'vlsi system design', 'diagnosis design reliable digital systems', 'vlsi system design']","['VLSI Engineering', 'Electronics and Communication', 'Natural Sciences and Mathematics']",14,https://www.linkedin.com/in/pankaj-bairu,"['Communication', 'design', 'Python']",communication skills,envelope design,python coding,[],0
nabil-wessel,"['thermal systems', 'design manufacturing', 'dynamic systems', 'vibrations control', 'fluid mechanics: compressible flow turbomachinery', 'heat transfer', 'internal combustion engines', 'programming abstractions', 'programming methodology']",['Mechanical Engineering and Related Fields'],30,https://www.linkedin.com/in/nabil-wessel,"['Mold', '3D', 'Inventor']",mold design,3d modeling,inventor certification,[],0
alex-caffee-594a5317,[''],"['Mechanical Engineering and Related Fields', 'Mechanical Engineering and Related Fields']",20,https://www.linkedin.com/in/alex-caffee,"['CAD', 'Photo', 'FEA']",cad modeling,photo editing,fea analysis,[],0
anuradha-karnam-mba-49291b121,[''],"['Information Technology', 'Computer Science and Engineering']",193,https://www.linkedin.com/in/anuradha-karnam,"['Data', 'Budgeting', 'Resource']",data analysis,budgeting,enterprise resource planning,"['Microsoft Global Hackathon 2023', 'Azure Administrator Associate', 'Microsoft Global Hackathon 2022', 'Microsoft Certified: Azure Solutions Architect Expert', 'AWS Certified Solutions Architect', 'CLP - ITIL 2011 Foundation Certification', 'Central Finance Certified to Serve Assessment', 'Microsoft Certified: Azure for SAP Workloads Specialty', 'SAP Certified Application Associate in SAP BUSINESS OBJECTS ACCESS CONTROL 10.0', 'SAP Certified Technology Associate - OS DB Migration (TADM70)', 'SAP Certified Technology Associate in SAP HANA C_HANATEC141', 'SAP Certified Technology Associate in SAP HANA C_HANATEC151']",1
justin-bolton-598aa621,[''],"['Chemical Sciences', 'Chemical Sciences', 'Chemical Sciences']",104,https://www.linkedin.com/in/justin-bolton-598aa621,"['Composite', 'printing', 'manufacturing']",composite fabrication,3d printing materials,additive manufacturing techniques,[],1
shruthi-hoysala,[''],['Computer Science and Engineering'],160,https://www.linkedin.com/in/shruthi-hoysala,"['Embedded', 'Programming']",embedded systems programming,c debugging,python programming,[],1
brandon-guessford-66a279140,[''],[],102,https://www.linkedin.com/in/brandon-guessford-66a279140,"['Server', 'Troubleshooting', 'System']",server administration,troubleshooting skills,system maintenance,"['Google Project Management: Specialization', 'Hybrid Cloud Infrastructure Foundations with Anthos', 'SRE and DevOps Engineer with Google Cloud Specialization', 'Google IT Support Professional Certificate', 'Fiber Optics Installer (FOI)']",1
aravind-manukonda-878a3431,[''],"['Signal Processing and Communications', 'Electrical and Computer Engineering']",156,https://www.linkedin.com/in/aravind-manukonda-878a3431,"['Test', 'Testing', 'Agile']",test management,python testing,agile testing,[],1
rishi-sinha-7b8b594,[''],"['Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Materials Science and Engineering Cluster', 'Languages and Literature']",15,https://www.linkedin.com/in/rishi-sinha-7b8b594,"['Cloud', 'management', 'XML', 'manipulation', 'Object-oriented', 'principles']",cloud infrastructure management,xml data manipulation,object-oriented design principles,[],0
akanksha-bhusari-90917916a,[''],['Computational Sciences and Engineering'],147,https://www.linkedin.com/in/akanksha-bhusari-90917916a,"['Cloud', 'Cloud', 'Data']",cloud transformation,cloud recruiting,data innovation,"['Google Cloud Certified Professional Cloud Architect', 'Associate Cloud Engineer']",1
roychi,[''],"['Cognitive and Computational Psychology', 'International Studies']",0,https://www.linkedin.com/in/roychi,"['Data', 'implementation', 'Marketing']",data analysis,ai implementation,marketing strategy,['Agile Scrum Master'],0
kevinholman,[''],[],136,https://www.linkedin.com/in/kevinholman,"['Server', 'Management', 'Server']",server administration,server management,server maintenance,"['Connected Communities - Subject Matter Expert 2022', 'Microsoft Certified: Azure Administrator Associate', 'Worldwide Communities - Community SME 2020', 'Microsoft Certified: Azure Fundamentals', 'Worldwide Communities - Community SME 2019', 'Worldwide Communities - Community SME 2018', 'Exam 533: Implementing Microsoft Azure Infrastructure Solutions', 'Microsoft Specialist: Implementing Microsoft Azure Infrastructure Solutions', 'Exam 411: Administering Windows Server 2012', 'Exam 410: Installing and Configuring Windows Server 2012', 'Exam 247: Configuring and Deploying a Private Cloud with System Center 2012', 'Exam 246: Monitoring and Operating a Private Cloud with System Center 2012', 'Microsoft Certified: Azure Security Engineer Associate', 'MCP - System Center Operations Manager']",1
joel-credo-1b19bb3b,[''],['Electronics and Computer Technology'],329,https://www.linkedin.com/in/joel-credo-1b19bb3b,"['GANs', 'Diffusion', 'Manufacturing', 'Self-Belief', 'Entrepreneurship']",gans and diffusion models,additive manufacturing,self-belief and entrepreneurship,[],2
saptarshiguha,[''],"['Statistical Sciences', 'Statistical Sciences', 'Statistical Sciences']",254,https://www.linkedin.com/in/saptarshiguha,"['Data', 'Financial', 'Machine']",data analysis,financial forecasting,machine learning,['Basic Python Skills'],2
yuyan-sun-685388106,[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering']",68,https://www.linkedin.com/in/yuyan-sun,"['HTTP', 'Handling', 'gRPC', 'Development', 'Blazor', 'Development']",http request handling,grpc service development,blazor ui development,[],0
gabriel-s-debacker,[''],[],0,https://www.linkedin.com/in/gabriel-s-debacker,"['Visual', 'Driver', 'Linux']",visual studio,device driver,linux kernel,[],0
ivy-ding-448b0a174,[''],['Financial Management and Analysis'],14,https://www.linkedin.com/in/ivy-ding-448b0a174,"['Node.js', 'Programming Paradigms', 'Protocol', 'usage']",node.js development,typescript programming,protocol buffer usage,[],0
sahilpujari,"['java programming', 'c++ programming', 'computer architecture', 'computer networks', 'data structures algorithms', 'discrete mathematics', 'information systems', 'introduction analysis algorithms', 'operating systems', 'problem solving using object oriented programming', 'programming c', 'python programming', 'senior design project', 'software engineering', 'software testing', 'systems programming', 'virtual reality', 'virtual reality applications']","['Data Science and Analytics', 'Computer Science and Engineering']",4,https://www.linkedin.com/in/sahilpujari,"['Java', 'Distributed', 'Database']",java development,distributed systems,database management,"['Cisco Certified Network Associate (CCNA)', 'Brocade Certified Network Engineer', 'Microsoft® Specialist Programming in HTML5 with JavaScript and CSS3 (MS)', 'Microsoft® Certified Solutions Developer: Web Applications (MCSD)', 'Oracle® Database 11g Administrator Certified Associate', 'Oracle® Certified Professional, Java SE 6 Programmer', 'CompTIA N+ (Network Troubleshooting)', 'CompTIA A+ (Hardware troubleshooting)']",0
samin-chowdhury-a28a38165,[''],['Electrical and Computer Engineering'],38,https://www.linkedin.com/in/smchowdh,"['Data', 'Code', 'Functional']",data manipulation,code optimization,functional programming,[],0
maureenchang,[''],"['Software Engineering and Computing Technologies', 'Technical and Applied Sciences']",22,https://www.linkedin.com/in/maureenchang,"['Front-end', 'Continuous', 'Full-stack', 'development']",front-end development,continuous integration,full-stack web development,[],0
brandon-cruz4514,[''],"['Data Analytics and Business Intelligence', 'Computer Science and Engineering']",77,https://www.linkedin.com/in/brandon-cruz4514,"['data', 'data', 'data']",data management,data analysis,data visualization,"['Google Data Analytics Capstone: Complete a Case Study', 'Google Data Analytics Certificate', 'Google Data Analytics Specialization', 'Data Analysis with R Programming', 'Share Data Through the Art of Visualization', 'Analyze Data to Answer Questions', 'Process Data from Dirty to Clean', 'Prepare Data for Exploration', 'Ask Questions to Make Data-Driven Decisions', 'Create a Profile and Network on LinkedIn', 'Foundations: Data, Data, Everywhere', 'Microsoft Office Specialist: Excel 2013']",0
samuelquiring,[''],"['Computer Science and Engineering', 'Electrical Engineering and Electronics']",41,https://www.linkedin.com/in/samuelquiring,"['Data', 'Cloud', 'Array']",data management,cloud development,array manipulation,[],0
paul-koch-17a9b76,[''],['Computational Mathematics and Engineering'],451,https://www.linkedin.com/in/paulleonhardkoch,"['Package', 'Data', 'Backup', 'Recovery']",package installation,cloud data management,database backup and recovery,"['Oracle Javascript Extension Toolkit (JET) MOOC', 'Oracle Cloud Infrastructure Foundations 2020 Certified Associate', 'Oracle Cloud Infrastructure Foundations 2020 Certified Associate']",2
kinsey-bice-548721b5,[''],[],30,https://www.linkedin.com/in/kinsey-bice,"['Data', 'Statistical', 'Data']",data analysis,statistical modeling,data manipulation,[],0
juan-osorio-jaram,[''],"['Civil and Architectural Engineering', 'Technology and Applied Sciences']",225,https://www.linkedin.com/in/juan-osorio-jaram,"['Cloud', 'design', 'AWS', 'fundamentals', 'Google', 'Cybersecurity']",cloud architecture design,aws development fundamentals,google cloud security management,"['Instructor Recognition - Skillable Announcement', 'Instructor Recognition - 25 Classes Delivered', 'Accessibility in Action', 'Machine Learning', 'Microsoft Certified: Azure DevOps Engineer Expert', 'Microsoft Certified: Azure Developer Associate', 'Microsoft Certified Trainer 2019-2020']",1
daniel-saunders-94189412,[''],['Computer Science and Engineering'],172,https://www.linkedin.com/in/daniel-saunders-94189412,"['Node.js', 'Visual', 'cross-platform']",node.js scaling,visual studio basics,c# cross-platform development,[],1
don-morrier-a00364b,[''],[''],435,https://www.linkedin.com/in/don-morrier-a00364b,"['JavaScript', 'Synthesis', 'C', 'Debugging']",javascript debugging,modular synthesis,c code debugging,[],2
harrisonpham,[''],['Electrical Engineering and Electronics'],79,https://www.linkedin.com/in/harrisonpham,"['Linux', 'Programming Paradigms', 'FPGA', 'and', 'Programming Paradigms']",linux kernel programming,fpga design and implementation,circuitpython programming,[],0
zhixuan-zhou-91959b134,[''],['Computer Science and Engineering'],33,https://www.linkedin.com/in/zhixuan-zhou-91959b134,"['Real-time', 'development', 'Exception', 'Programming Paradigms']",real-time app development,exception handling,kotlin programming,[],0
arshdeep-s-,[''],"['Computer Science and Engineering', 'Computer Science and Engineering', 'Natural and Applied Sciences']",46,https://www.linkedin.com/in/arshdeep-s-,"['Data', 'Full-Stack', 'Protocol']",data analysis,full-stack development,protocol buffer,[],0
rakesh-marada-9532b7b3,[''],"['Computer Science and Engineering', 'Information Technology']",91,https://www.linkedin.com/in/rakesh-marada-9532b7b3,"['Test', 'Browser', 'Strategies']",test automation,web browser automation,synchronization strategies,['Oracle Java SE6'],0
david-broughton-a88599a,[''],['Cybersecurity and Information Assurance Cluster'],229,https://www.linkedin.com/in/david-broughton-a88599a,"['Routing', 'Switching', 'Design']",routing and switching,network design,troubleshooting,"['Cisco Certified DevNet Associate', 'Cisco Certified Internetwork Expert Service Provider (CCIE)']",1
pravin-lekshmanan-6018819,[''],[],0,https://www.linkedin.com/in/pravin-lekshmanan-6018819,"['Data', 'Cybersecurity']",data management basics,database administration,database security,[],0
ezequiel-gm,[''],['Cognitive Computation'],31,https://www.linkedin.com/in/ezequiel-gm,"['JavaScript', 'Programming Paradigms', 'React']",javascript basics,async programming,react development,[],0
miranda-g-zhou,"['concepts probability', 'concepts statistics', 'data mining analytics', 'data structures', 'data', 'inference', 'decisions', 'economic theory--micro', 'foundations data science', 'industrial commercial data systems', 'introduction business analytics', 'machine learning education', 'principles techniques data science', 'structure interpretation computer programs']","['Data Science and Analytics', 'Data Analytics and Business Intelligence']",121,https://www.linkedin.com/in/miranda-g-zhou,"['Data', 'Machine', 'Data']",data analysis,machine learning,data mining,[],1
menglin-liu-63aa71101,[''],"['Computational Economics', 'Quantitative Economics and Mathematics', 'Financial Management and Analysis']",94,https://www.linkedin.com/in/menglin-liu-63aa71101,"['Concurrency', 'Parallelism', 'Scalability', 'Algorithmic', 'Modeling', 'Data', 'Programming', 'Event-Driven']",concurrency  parallelism  scalability,algorithmic trading  financial modeling  data analysis,asynchronous programming  event-driven architecture  concurrency,[],0
roberto-chi-a388874b,[''],['Mechanical Engineering and Related Fields'],179,https://www.linkedin.com/in/roberto-chi-a388874b,"['Project', 'Process', 'Finite', 'Data Analytics Suite']",project planning,process improvement,finite element analysis,[],1
anas-a-63039258,"['mobile communications ”auditing”', 'communication system', 'error correcting codes', 'mobile communications', 'modeling applied linear algebra', 'optical fiber communication', 'probabilistic methods computer systems', 'random processes engineering', 'wireless network']","['Electrical and Computer Engineering Cluster', 'Electronic and Electrical Engineering']",177,https://www.linkedin.com/in/anas-a-63039258,"['Team', 'Data Analytics Suite', 'Wireless']",team learning,network analysis,wireless troubleshooting,"['Pointers, Arrays, and Recursion', 'Writing, Running, and Fixing Code in C', 'Programming Fundamentals', 'Python Data Structures', 'Algorithms (Divide and Conquer, Sorting and Searching, and Randomized Algorithms)']",1
aldrin-teganeanu-5a94a626,[''],[],0,https://www.linkedin.com/in/aldrin-teganeanu-5a94a626,"['Object-oriented', 'Agile', 'Multithreading']",object-oriented design,agile methodologies,multithreading,[],0
zhichaohuang,[''],"['Communications and Electronics Engineering', 'Electrical Engineering and Electronics']",105,https://www.linkedin.com/in/zhichaohuang,"['gRPC', 'design', 'Python']",grpc fundamentals,algorithm design,python programming,['Distributed Systems & Cloud Computing with Java'],1
lavanyakona,[''],"['Computer Science and Engineering', 'Engineering and Sciences', 'Machine Learning and Optimization']",43,https://www.linkedin.com/in/lavanyakona,"['Multithreading', 'Synchronization', 'Selenium']",multithreading,synchronization,selenium automation,[],0
dhananjayan-p-n-9ab999175,[''],"['Computer Science and Engineering Degrees with Minors', 'Science (PCM)']",39,https://www.linkedin.com/in/dhananjayanpn,"['Image', 'Cloud', 'Image']",image recognition,cloud provisioning,image processing,"['React - The Complete Guide - Hooks, Router & Redux', 'The Complete JavaScript Course', 'Java Programming Masterclass', 'IBM Data Science Professional Certificate', 'Understanding TypeScript', 'Machine Learning with Python by IBM', 'Python for Data Science and AI by IBM', 'Python Image Processing, Optical Character Recognition and Object Detection - University of Michigan', 'Python Object-oriented Programming - University of Michigan', 'Python For Research (Machine Learning)']",0
amit-mendiratta-910ba34b,"['cloud computing', 'data analytics', 'database management system', 'design analysis algorithms', 'internet protocols', 'object oriented languages systems', 'operating system']","['Computer Science and Engineering', 'Information Technology']",78,https://www.linkedin.com/in/amit-mendiratta-910ba34b,"['Microservice', 'deployment', 'Docker']",microservice design,cloud deployment,docker containerization,"['AWS Certified Solutions Architect – Associate', 'IBM SOA Architect', 'SCJP 6.0', 'edX Honor Code Certificate for Introduction to Cloud Computing', 'edX Honor Code Certificate for Introduction to Linux']",0
